WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
666,LSO,PCPI,Lesotho,"Inflation, average consumer prices",Index,Units,2.823,3.168,3.561,4.186,4.639,5.253,6.207,6.929,7.732,8.879,9.897,11.665,13.653,15.533,16.659,18.319,19.978,21.686,23.373,25.393,26.95,28.815,32.434,34.758,36.505,37.759,40.053,43.262,47.897,51.432,53.23,55.911,59.294,62.179,65.518,67.627,72.088,75.294,78.872,82.963,87.093,92.36,100,106.343,112.832,2023
666,LSO,PCPIPCH,Lesotho,"Inflation, average consumer prices",Percent change,Units,19.629,12.214,12.416,17.549,10.812,13.241,18.152,11.634,11.585,14.843,11.466,17.857,17.047,13.768,7.25,9.962,9.058,8.55,7.775,8.644,6.131,6.919,12.562,7.166,5.023,3.438,6.073,8.012,10.715,7.38,3.495,5.037,6.051,4.865,5.37,3.218,6.597,4.448,4.752,5.187,4.978,6.048,8.272,6.343,6.102,2023
666,LSO,PCPIE,Lesotho,"Inflation, end of period consumer prices",Index,Units,3.108,3.497,4.166,4.598,5.116,6.13,6.908,7.534,8.721,9.779,11.505,13.405,15.456,16.405,18.154,19.838,21.586,23.162,25.234,26.832,28.71,31.841,34.298,36.069,37.401,39.309,41.64,46.075,50.931,52.738,54.643,58.567,61.477,64.861,66.166,71.116,74.276,77.867,81.943,85.208,90.707,97.242,103.895,111.62,116.4,2023
666,LSO,PCPIEPCH,Lesotho,"Inflation, end of period consumer prices",Percent change,Units,n/a,12.5,19.136,10.363,11.268,19.831,12.676,9.062,15.759,12.129,17.66,16.51,15.298,6.145,10.658,9.275,8.814,7.3,8.947,6.33,6.999,10.906,7.719,5.163,3.693,5.102,5.93,10.65,10.541,3.547,3.612,7.182,4.969,5.504,2.012,7.481,4.443,4.835,5.235,3.985,6.453,7.204,6.842,7.435,4.283,2023
668,LBR,PCPI,Liberia,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,93.121,94.967,100,112.149,128.03,141.256,146.277,156.436,171.319,190.834,224.212,240.864,258.426,280.358,299.511,322.208,353.972,381.375,415.104,466.72,576.618,732.129,856.247,923.17,993.267,"1,093.53","1,183.37",2023
668,LBR,PCPIPCH,Liberia,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.982,5.3,12.149,14.16,10.33,3.555,6.945,9.514,11.391,17.49,7.427,7.291,8.487,6.832,7.578,9.858,7.742,8.844,12.435,23.547,26.969,16.953,7.816,7.593,10.094,8.215,2023
668,LBR,PCPIE,Liberia,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.575,97.932,101.07,120.589,133.968,140.716,151.303,161.895,181.178,202.301,221.294,242.777,258.844,288.479,310.718,337.111,362.936,392.113,441.196,502.496,645.833,776.619,878.53,926.486,"1,011.59","1,112.90","1,231.86",2023
668,LBR,PCPIEPCH,Liberia,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.123,3.204,19.313,11.095,5.037,7.524,7,11.911,11.659,9.388,9.708,6.618,11.449,7.709,8.494,7.661,8.039,12.518,13.894,28.525,20.251,13.122,5.459,9.185,10.015,10.69,2023
672,LBY,PCPI,Libya,"Inflation, average consumer prices",Index,Units,34.644,39.215,44.628,49.319,55.454,60.506,62.551,65.318,67.363,70.37,70.877,79.17,86.652,93.128,103.066,111.664,116.126,120.291,124.765,127.977,124.256,113.273,102.101,100,101.252,103.943,105.466,112.017,123.667,126.695,129.808,150.45,159.585,163.725,167.708,184.499,232.199,292.115,332.928,323.372,328.119,337.531,352.755,361.126,368.804,2024
672,LBY,PCPIPCH,Libya,"Inflation, average consumer prices",Percent change,Units,14.286,13.194,13.804,10.512,12.439,9.111,3.38,4.423,3.131,4.464,0.721,11.7,9.45,7.474,10.671,8.342,3.996,3.586,3.719,2.574,-2.907,-8.839,-9.863,-2.057,1.252,2.658,1.465,6.211,10.401,2.448,2.458,15.902,6.072,2.594,2.433,10.012,25.854,25.804,13.972,-2.87,1.468,2.868,4.51,2.373,2.126,2024
672,LBY,PCPIE,Libya,"Inflation, end of period consumer prices",Index,Units,34.182,38.858,43.534,48.545,53.666,57.007,59.122,61.349,63.687,67.918,75.277,84.084,92.03,98.908,109.463,118.595,119.604,123.494,128.206,130.34,121.727,109.213,101.275,100,96.5,105.969,108.874,116.857,128.362,128.783,133.065,168.522,162.331,165.097,176.883,206.776,256.368,328.096,324.188,324.881,334.032,346.399,360.621,367.176,375.585,2024
672,LBY,PCPIEPCH,Libya,"Inflation, end of period consumer prices",Percent change,Units,13.704,13.681,12.034,11.509,10.55,6.224,3.711,3.766,3.811,6.643,10.834,11.7,9.45,7.474,10.671,8.342,0.851,3.253,3.816,1.665,-6.609,-10.28,-7.268,-1.259,-3.5,9.812,2.741,7.332,9.846,0.328,3.325,26.646,-3.674,1.704,7.138,16.9,23.983,27.979,-1.191,0.214,2.817,3.702,4.106,1.818,2.29,2024
946,LTU,PCPI,Lithuania,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.485,58.45,63.556,66.968,67.935,68.678,69.743,69.977,69.223,70.023,71.893,74.594,78.934,87.689,91.338,92.426,96.238,99.283,100.438,100.682,100,100.678,104.422,107.065,109.466,110.628,115.745,137.572,149.52,150.794,2024
946,LTU,PCPIPCH,Lithuania,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.092,8.735,5.369,1.443,1.094,1.549,0.336,-1.077,1.154,2.672,3.757,5.818,11.092,4.161,1.191,4.124,3.164,1.164,0.242,-0.677,0.678,3.718,2.531,2.242,1.062,4.625,18.858,8.685,0.852,2024
946,LTU,PCPIE,Lithuania,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.06,60.41,65.57,67.59,67.85,68.98,70.38,69.75,68.84,70.8,72.92,76.24,82.49,89.47,90.52,93.8,97.06,99.89,100.419,100.23,99.98,101.94,105.82,107.68,110.62,110.54,122.37,146.82,149.17,151.95,2024
946,LTU,PCPIEPCH,Lithuania,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.746,8.542,3.081,0.385,1.665,2.03,-0.895,-1.305,2.847,2.994,4.553,8.198,8.462,1.174,3.624,3.475,2.916,0.53,-0.189,-0.249,1.96,3.806,1.758,2.73,-0.072,10.702,19.98,1.601,1.864,2024
137,LUX,PCPI,Luxembourg,"Inflation, average consumer prices",Index,Units,36.734,39.7,43.415,47.179,49.838,51.878,52.034,51.982,52.709,54.502,56.518,58.27,60.135,62.3,63.67,64.88,65.63,66.53,67.177,67.863,70.429,72.123,73.605,75.466,77.914,80.844,83.239,85.449,88.946,88.953,91.439,94.848,97.588,99.246,99.934,99.993,100.036,102.15,104.212,105.932,105.94,109.621,118.553,122.023,124.772,2023
137,LUX,PCPIPCH,Luxembourg,"Inflation, average consumer prices",Percent change,Units,6.3,8.073,9.357,8.669,5.637,4.094,0.3,-0.1,1.4,3.4,3.7,3.1,3.2,3.6,2.2,1.9,1.156,1.371,0.972,1.021,3.782,2.404,2.056,2.528,3.244,3.761,2.962,2.655,4.092,0.007,2.795,3.728,2.888,1.699,0.694,0.059,0.043,2.113,2.018,1.65,0.008,3.474,8.149,2.927,2.252,2023
137,LUX,PCPIE,Luxembourg,"Inflation, end of period consumer prices",Index,Units,37.99,41.045,45.324,48.96,50.578,52.671,51.924,52.263,53.264,55.355,57.768,59.269,60.99,63.191,64.33,65.14,66,66.99,67.27,68.88,71.86,72.56,74.61,76.45,79.14,81.92,83.78,87.41,88.04,90.24,93.02,96.16,98.5,99.98,98.98,99.78,101.33,102.92,104.93,106.98,106.81,112.83,120.02,123.93,125.97,2023
137,LUX,PCPIEPCH,Luxembourg,"Inflation, end of period consumer prices",Percent change,Units,6.994,8.041,10.425,8.022,3.304,4.138,-1.419,0.653,1.917,3.925,4.359,2.599,2.904,3.608,1.803,1.258,1.32,1.5,0.418,2.393,4.326,0.974,2.825,2.466,3.519,3.513,2.271,4.333,0.721,2.499,3.081,3.376,2.433,1.503,-1,0.808,1.553,1.569,1.953,1.954,-0.159,5.636,6.372,3.258,1.646,2023
546,MAC,PCPI,Macao SAR,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,82.092,79.927,78.68,79.45,82.943,87.217,92.074,100,101.172,104.015,110.053,116.77,123.201,130.648,136.606,139.842,141.559,145.814,149.826,151.041,151.083,152.661,154.094,155.232,2024
546,MAC,PCPIPCH,Macao SAR,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.638,-1.56,0.978,4.397,5.153,5.568,8.609,1.172,2.81,5.805,6.103,5.507,6.045,4.56,2.369,1.227,3.006,2.752,0.811,0.028,1.044,0.939,0.738,2024
546,MAC,PCPIE,Macao SAR,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80.708,79.43,78.368,80.554,85.08,88.974,95.317,101.181,101.936,105.938,113.142,119.731,126.596,133.662,138.649,140.65,143.529,147.747,151.534,150.225,151.718,152.888,155.059,155.413,2024
546,MAC,PCPIEPCH,Macao SAR,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.583,-1.337,2.789,5.618,4.578,7.128,6.153,0.745,3.926,6.8,5.823,5.734,5.581,3.731,1.443,2.047,2.939,2.563,-0.863,0.994,0.771,1.42,0.228,2024
674,MDG,PCPI,Madagascar,"Inflation, average consumer prices",Index,Units,1.115,1.455,1.919,2.292,2.515,2.781,3.184,3.676,4.644,5.063,5.664,6.147,7.043,7.746,10.767,16.046,19.217,20.081,21.328,22.861,25.506,27.525,32.066,31.52,35.919,42.515,47.092,51.937,56.765,61.848,67.567,73.974,78.201,82.757,87.789,94.29,100,108.59,117.927,124.558,129.775,137.327,148.528,163.175,175.64,2023
674,MDG,PCPIPCH,Madagascar,"Inflation, average consumer prices",Percent change,Units,18.278,30.457,31.907,19.469,9.72,10.566,14.492,15.461,26.338,9.017,11.859,8.54,14.567,9.99,38.992,49.036,19.761,4.492,6.21,7.189,11.57,7.917,16.499,-1.704,13.956,18.364,10.766,10.288,9.297,8.954,9.247,9.483,5.714,5.826,6.08,7.404,6.056,8.59,8.598,5.623,4.188,5.819,8.157,9.861,7.64,2023
674,MDG,PCPIE,Madagascar,"Inflation, end of period consumer prices",Index,Units,1.106,1.443,1.903,2.273,2.495,2.786,3.084,3.985,4.675,5.17,5.886,6.576,7.633,8.263,13.322,18.292,19.807,20.766,22.096,24.328,26.728,28.247,32.066,31.813,40.507,45.141,50.029,54.139,59.629,64.396,70.961,75.859,80.242,85.264,90.402,97.239,103.026,113.945,121.856,126.7,132.488,140.647,155.868,167.482,181.884,2023
674,MDG,PCPIEPCH,Madagascar,"Inflation, end of period consumer prices",Percent change,Units,n/a,30.457,31.907,19.469,9.759,11.641,10.713,29.196,17.321,10.598,13.843,11.725,16.074,8.256,61.216,37.311,8.282,4.843,6.403,10.105,9.864,5.683,13.521,-0.79,27.327,11.44,10.829,8.214,10.141,7.994,10.195,6.903,5.778,6.258,6.026,7.563,5.952,10.598,6.943,3.975,4.569,6.158,10.823,7.451,8.599,2023
676,MWI,PCPI,Malawi,"Inflation, average consumer prices",Index,Units,0.101,0.113,0.124,0.141,0.169,0.187,0.214,0.267,0.358,0.402,0.45,0.487,0.6,0.737,0.992,1.817,2.503,2.732,3.545,5.132,6.65,8.16,9.363,10.26,11.432,13.2,15.038,16.232,17.647,19.132,20.549,22.116,26.825,34.411,42.592,51.903,63.18,70.471,76.965,84.183,91.455,100,120.839,155.639,205.696,2023
676,MWI,PCPIPCH,Malawi,"Inflation, average consumer prices",Percent change,Units,19.19,12,9.524,13.768,19.745,10.638,14.183,25.053,33.838,12.453,11.857,8.227,23.236,22.775,34.659,83.148,37.733,9.137,29.779,44.759,29.597,22.7,14.745,9.577,11.424,15.466,13.918,7.942,8.716,8.416,7.409,7.621,21.296,28.279,23.775,21.86,21.727,11.541,9.215,9.378,8.639,9.343,20.839,28.799,32.162,2023
676,MWI,PCPIE,Malawi,"Inflation, end of period consumer prices",Index,Units,0.09,0.098,0.11,0.131,0.146,0.162,0.185,0.251,0.317,0.314,0.387,0.415,0.565,0.668,1.109,1.94,2.071,2.384,3.652,4.682,6.342,7.745,8.634,9.483,10.781,12.567,13.841,14.882,16.362,17.602,18.706,20.539,27.64,34.136,42.38,52.914,63.48,67.963,74.686,83.295,89.663,100,125.43,168.678,216.103,2023
676,MWI,PCPIEPCH,Malawi,"Inflation, end of period consumer prices",Percent change,Units,n/a,8.998,12.511,18.608,11.926,11.054,13.853,35.511,26.372,-0.974,23.2,7.388,36.09,18.309,65.965,74.95,6.7,15.16,53.146,28.231,35.445,22.121,11.48,9.824,13.695,16.561,10.138,7.523,9.945,7.58,6.27,9.798,34.577,23.5,24.152,24.855,19.969,7.061,9.892,11.527,7.645,11.529,25.43,34.48,28.115,2023
548,MYS,PCPI,Malaysia,"Inflation, average consumer prices",Index,Units,41.273,45.276,47.917,49.692,51.632,52.968,53.153,53.545,53.7,55.073,56.749,59.205,62.034,64.234,66.603,68.913,71.311,73.204,77.078,79.184,80.412,81.56,83.022,83.913,85.105,87.692,90.867,92.708,97.742,98.325,100.017,103.2,104.908,107.117,110.483,112.808,115.15,119.525,120.683,121.483,120.1,123.075,127.233,130.4,132.792,2024
548,MYS,PCPIPCH,Malaysia,"Inflation, average consumer prices",Percent change,Units,6.724,9.7,5.834,3.704,3.904,2.587,0.35,0.737,0.29,2.557,3.043,4.328,4.778,3.547,3.687,3.468,3.479,2.655,5.293,2.731,1.551,1.427,1.793,1.074,1.42,3.039,3.621,2.027,5.429,0.597,1.72,3.183,1.655,2.105,3.143,2.104,2.076,3.799,0.969,0.663,-1.139,2.477,3.379,2.489,1.834,2024
548,MYS,PCPIE,Malaysia,"Inflation, end of period consumer prices",Index,Units,41.383,44.887,47.36,48.837,49.675,50.193,50.911,51.111,52.906,54.024,57.809,60.353,63.248,65.441,67.721,69.914,72.195,74.301,78.248,80.178,81.143,82.108,83.424,84.389,86.231,89,91.8,93.9,98.1,99.1,101.2,104.2,105.5,108.9,111.8,114.8,116.8,120.9,121.1,122.3,120.6,124.5,129.2,132.416,134.844,2024
548,MYS,PCPIEPCH,Malaysia,"Inflation, end of period consumer prices",Percent change,Units,7.135,8.467,5.511,3.117,1.716,1.044,1.431,0.392,3.513,2.112,7.007,4.401,4.797,3.467,3.485,3.238,3.262,2.916,5.313,2.466,1.204,1.189,1.603,1.157,2.183,3.211,3.146,2.288,4.473,1.019,2.119,2.964,1.248,3.223,2.663,2.683,1.742,3.51,0.165,0.991,-1.39,3.234,3.775,2.489,1.834,2024
556,MDV,PCPI,Maldives,"Inflation, average consumer prices",Index,Units,13.529,15.031,14.909,16.384,16.547,15.031,16.399,18.318,19.506,20.903,24.152,27.171,31.751,38.141,39.432,41.596,44.194,47.543,46.872,48.258,47.69,48.011,48.456,47.098,50.083,51.315,53.111,56.72,63.55,66.429,70.514,78.463,87.009,90.487,92.702,93.974,94.727,96.879,98.203,99.505,97.919,98.128,100.68,103.303,104.796,2023
556,MDV,PCPIPCH,Maldives,"Inflation, average consumer prices",Percent change,Units,27.877,11.1,-0.81,9.891,0.991,-9.158,9.1,11.7,6.484,7.164,15.542,12.5,16.857,20.126,3.386,5.488,6.244,7.579,-1.41,2.956,-1.178,0.673,0.927,-2.803,6.339,2.46,3.5,6.795,12.041,4.53,6.15,11.273,10.891,3.997,2.448,1.371,0.801,2.272,1.367,1.326,-1.594,0.213,2.601,2.605,1.445,2023
556,MDV,PCPIE,Maldives,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.098,30.471,36.628,47.58,41.572,44.941,50.677,45.931,47.458,46.179,49.683,47.18,46.494,51.172,52.681,54.314,59.14,64.423,67.921,72.626,84.721,89.322,92.059,93.138,94.217,95.937,98.08,98.61,100.301,98.251,98.408,101.704,103.636,108.08,2023
556,MDV,PCPIEPCH,Maldives,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.447,20.206,29.901,-12.628,8.104,12.764,-9.365,3.324,-2.696,7.587,-5.037,-1.454,10.062,2.948,3.1,8.885,8.932,5.431,6.927,16.654,5.43,3.064,1.173,1.158,1.825,2.234,0.54,1.716,-2.044,0.16,3.349,1.9,4.288,2023
678,MLI,PCPI,Mali,"Inflation, average consumer prices",Index,Units,48.556,54.73,56.838,62.807,69.536,75.848,74.796,63.624,69.317,69.208,70.321,71.381,67.164,66.783,83.004,92.669,98.647,97.983,101.969,100.783,100,105.184,110.476,109.04,105.635,112.386,114.13,115.743,126.365,129.368,130.915,134.785,141.93,141.107,142.366,144.405,141.803,145.189,147.965,143.482,144.172,149.663,164.231,167.612,173.011,2023
678,MLI,PCPIPCH,Mali,"Inflation, average consumer prices",Percent change,Units,20.25,12.717,3.852,10.5,10.714,9.078,-1.387,-14.936,8.948,-0.158,1.608,1.508,-5.907,-0.568,24.289,11.643,6.452,-0.673,4.068,-1.163,-0.777,5.184,5.03,-1.299,-3.123,6.39,1.552,1.414,9.177,2.376,1.196,2.956,5.301,-0.58,0.892,1.433,-1.802,2.388,1.912,-3.03,0.481,3.808,9.734,2.059,3.221,2023
678,MLI,PCPIE,Mali,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70.05,66.691,63.881,64.155,84.718,92.463,95.035,95.938,98.88,97.479,100,105.182,109.524,104.062,105.602,109.104,113.025,115.686,125,126.849,129.174,135.966,139.23,139.23,140.826,142.185,141.106,143.571,144.692,139.888,140.896,153.361,165.266,164.426,172.077,2023
678,MLI,PCPIEPCH,Mali,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.795,-4.214,0.429,32.051,9.142,2.782,0.95,3.066,-1.416,2.586,5.182,4.128,-4.987,1.48,3.316,3.594,2.354,8.051,1.479,1.833,5.259,2.4,0,1.147,0.965,-0.758,1.747,0.78,-3.32,0.721,8.847,7.763,-0.508,4.653,2023
181,MLT,PCPI,Malta,"Inflation, average consumer prices",Index,Units,42.534,47.472,50.233,49.769,49.549,49.432,50.436,50.645,51.124,51.567,53.101,54.456,55.461,57.697,60.078,62.466,63.693,66.192,68.632,70.206,72.338,74.157,76.095,77.564,79.678,81.688,83.792,84.376,88.328,89.953,91.789,94.096,97.133,98.083,98.84,100.003,100.903,102.175,103.954,105.538,106.368,107.119,113.686,120.011,122.941,2024
181,MLT,PCPIPCH,Malta,"Inflation, average consumer prices",Percent change,Units,2.692,11.61,5.817,-0.925,-0.443,-0.236,2.031,0.416,0.946,0.866,2.975,2.552,1.845,4.031,4.128,3.973,1.964,3.924,3.686,2.294,3.037,2.514,2.614,1.931,2.726,2.522,2.576,0.697,4.684,1.84,2.041,2.513,3.227,0.979,0.771,1.176,0.9,1.261,1.741,1.523,0.787,0.706,6.13,5.564,2.441,2024
181,MLT,PCPIE,Malta,"Inflation, end of period consumer prices",Index,Units,44.925,48.719,50.902,49.264,49.879,50.119,50.832,51.246,51.596,50.177,53.296,53.839,55.156,57.684,59.701,61.872,63.03,65.93,67.85,70.8,71.52,74.07,75.59,77.44,78.9,81.56,82.19,84.7,88.92,88.53,92.11,93.47,96.04,97.01,97.38,98.6,99.55,100.88,102.13,103.44,103.61,106.33,114.08,118.3,120.48,2024
181,MLT,PCPIEPCH,Malta,"Inflation, end of period consumer prices",Percent change,Units,12.663,8.445,4.482,-3.217,1.248,0.48,1.424,0.815,0.682,-2.749,6.215,1.02,2.446,4.583,3.496,3.637,1.872,4.601,2.912,4.348,1.017,3.565,2.052,2.447,1.885,3.371,0.772,3.054,4.982,-0.439,4.044,1.476,2.75,1.01,0.381,1.253,0.963,1.336,1.239,1.283,0.164,2.625,7.289,3.699,1.843,2024
867,MHL,PCPI,Marshall Islands,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100.498,102.523,106.099,111.68,114.614,131.427,132.058,134.395,141.587,147.732,150.466,152.119,148.716,146.475,146.549,147.723,147.561,146.59,149.883,154.043,165.505,174.382,2023
867,MHL,PCPIPCH,Marshall Islands,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.014,3.489,5.26,2.627,14.669,0.48,1.77,5.352,4.34,1.851,1.098,-2.237,-1.507,0.05,0.802,-0.11,-0.658,2.247,2.775,7.441,5.363,2023
867,MHL,PCPIE,Marshall Islands,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,101.97,104.388,110.843,113.694,118.613,138.313,130.264,137.082,145.75,149.985,151.137,153.086,147.204,146.062,147.575,148.572,146.108,148.359,150.959,159.528,169.312,179.451,2023
867,MHL,PCPIEPCH,Marshall Islands,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.372,6.183,2.572,4.327,16.608,-5.819,5.235,6.323,2.906,0.768,1.289,-3.842,-0.776,1.036,0.676,-1.658,1.541,1.753,5.676,6.133,5.988,2023
682,MRT,PCPI,Mauritania,"Inflation, average consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.354,41.569,45.785,50.076,52.143,55.555,58.156,60.846,65.732,68.411,70.637,73.967,76.849,80.808,89.186,100,106.241,113.948,122.438,125.054,132.885,140.441,147.326,153.413,159.2,159.974,162.329,166.012,171.081,175.026,179.195,185.572,203.3,213.361,218.236,2023
682,MRT,PCPIPCH,Mauritania,"Inflation, average consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.629,10.142,9.37,4.128,6.544,4.681,4.625,8.032,4.074,3.254,4.715,3.896,5.152,10.368,12.126,6.241,7.254,7.45,2.137,6.262,5.686,4.902,4.131,3.772,0.486,1.472,2.269,3.053,2.306,2.382,3.558,9.553,4.949,2.285,2023
682,MRT,PCPIE,Mauritania,"Inflation, end of period consumer prices",Index,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41.014,42.492,49.955,50.701,52.069,56.756,59.298,62.579,67.742,69.047,72.898,74.161,80.392,82.319,95.609,101.16,110.15,118.312,122.933,128.976,136.899,144.389,149.305,156.003,163.804,159.168,163.578,165.599,170.822,175.438,178.642,188.837,209.635,212.924,219.312,2023
682,MRT,PCPIEPCH,Mauritania,"Inflation, end of period consumer prices",Percent change,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.606,17.562,1.493,2.699,9.001,4.479,5.533,8.25,1.927,5.578,1.732,8.402,2.398,16.144,5.805,8.887,7.41,3.906,4.915,6.143,5.472,3.405,4.486,5.001,-2.83,2.77,1.236,3.154,2.702,1.826,5.707,11.014,1.569,3,2023
684,MUS,PCPI,Mauritius,"Inflation, average consumer prices",Index,Units,9.237,11.68,13.244,14.23,15.017,16.266,16.972,17.094,17.709,20.119,22.273,25.128,25.846,29.797,31.982,33.91,36.132,38.6,41.228,44.065,45.924,48.4,51.504,52.887,55.378,58.113,63.292,68.878,75.575,77.482,79.747,84.956,88.235,91.354,94.3,95.502,96.456,100,103.231,103.7,106.314,110.607,122.536,131.169,135.89,2024
684,MUS,PCPIPCH,Mauritius,"Inflation, average consumer prices",Percent change,Units,33.04,26.45,13.384,7.452,5.525,8.321,4.336,0.719,3.6,13.61,10.705,12.817,2.857,15.288,7.335,6.026,6.553,6.831,6.808,6.882,4.217,5.391,6.414,2.686,4.71,4.937,8.914,8.825,9.723,2.524,2.924,6.532,3.86,3.535,3.224,1.275,0.999,3.675,3.231,0.454,2.52,4.039,10.785,7.045,3.599,2024
684,MUS,PCPIE,Mauritius,"Inflation, end of period consumer prices",Index,Units,10.424,12.044,13.599,14.259,15.257,16.335,16.793,16.995,18.403,21.047,23.244,25.235,26.845,30.868,32.717,34.685,37.269,39.157,42.699,44.787,46.917,49.255,51.784,53.81,56.824,59.047,66.064,71.757,76.621,77.749,82.551,86.521,89.272,92.899,93.121,94.314,96.507,100.629,102.4,103.3,106.1,113.278,127.09,131.989,135.801,2024
684,MUS,PCPIEPCH,Mauritius,"Inflation, end of period consumer prices",Percent change,Units,n/a,15.546,12.909,4.856,6.994,7.067,2.805,1.204,8.283,14.366,10.44,8.567,6.379,14.987,5.988,6.017,7.449,5.066,9.047,4.89,4.757,4.983,5.133,3.912,5.601,3.913,11.883,8.617,6.779,1.472,6.177,4.81,3.179,4.063,0.239,1.281,2.325,4.271,1.76,0.879,2.711,6.766,12.193,3.854,2.889,2024
273,MEX,PCPI,Mexico,"Inflation, average consumer prices",Index,Units,0.057,0.073,0.117,0.236,0.39,0.615,1.147,2.661,5.682,6.814,8.63,10.581,12.223,13.417,14.354,19.387,26.046,31.411,36.41,42.442,46.468,49.426,51.916,54.278,56.826,59.094,61.241,63.672,66.938,70.483,73.411,75.91,79.031,82.037,85.335,87.655,90.127,95.573,100.253,103.898,107.428,113.544,122.511,129.281,135.386,2024
